id,start_times,end_times,transcript
Module_5_Research_problem_241,1659880,1667380,held responsible for the problem is not found true means hypothesis is disproved and researcher 
Module_5_Research_problem_242,1667380,1670760,should move for further investigation. 
Module_5_Research_problem_243,1670760,1679309,"Second, bi-variable problem where hypothesis suggests inferences on two different independent "
Module_5_Research_problem_244,1679309,1685280,variables responsible for occurrence of the problem is called bi-variable problem. 
Module_5_Research_problem_245,1685280,1691790,Researcher has to focus attention at the same time on two independent variables. 
Module_5_Research_problem_246,1691790,1700440,He has to investigate and thereafter he has to determine this thing whether both the variables 
Module_5_Research_problem_247,1700440,1705130,are responsible for the problem or any one of them. 
Module_5_Research_problem_248,1705130,1711760,"If both the variables are found responsible, then he has to look the major contribution "
Module_5_Research_problem_249,1711760,1714690,of any variable. 
Module_5_Research_problem_250,1714690,1723059,"The variable who is found, who has contributed as major variable who is found as major variable "
Module_5_Research_problem_251,1723059,1729429,for the problem is called the major variable and other variable who studied together with 
Module_5_Research_problem_252,1729429,1740010,"the major variable is called the minor variable and if after investigation, it is decided "
Module_5_Research_problem_253,1740010,1744669,that one of the variable is responsible and other is not. 
Module_5_Research_problem_254,1744669,1749190,"In that case, one hypothesis is disproved and other is proved. "
Module_5_Research_problem_255,1749190,1759680,"After this bi-variable problem, another nature or problem is multi-variable problem, where "
Module_5_Research_problem_256,1759680,1770549,number of variables are held responsible for existence of any problem in the hypothesis. 
Module_5_Research_problem_257,1770549,1777799,Hypothesis suggesting that number of variables more than two variables are responsible for 
Module_5_Research_problem_258,1777799,1781200,existence of problem. 
Module_5_Research_problem_259,1781200,1789340,This research process is very difficult because at the same time researcher has to focus on 
Module_5_Research_problem_260,1789340,1802150,"all suspected variables and he has to be independent, unbiased and objectives towards scheme investigation "
Module_5_Research_problem_261,1802150,1806440,in the light of relation of problem with the variables. 
Module_5_Research_problem_262,1806440,1814030,Gradually with the study he moved from multi-variables to individual variables and come to conclusion 
Module_5_Research_problem_263,1814030,1821390,"whether all variables stated in hypothesis are causing problem or some of them, or none "
Module_5_Research_problem_264,1821390,1823170,of them. 
Module_5_Research_problem_265,1823170,1834490,"On the basis of classification of variables, the last classification is opponent variable "
Module_5_Research_problem_266,1834490,1840150,problem where there is a question between two or more inconsistent variables. 
Module_5_Research_problem_267,1840150,1845970,"Whether A is the cause of problem or B is the cause of problem, where A and B cannot "
Module_5_Research_problem_268,1845970,1850720,"stand together in such cases, two hypothesis are formulated. "
Module_5_Research_problem_269,1850720,1861740,"First alleges the role of A variable and second on B. On proving one hypothesis other is rejected, "
Module_5_Research_problem_270,1861740,1870650,living example of this opponent variable problem is the determination of paternity where two 
Module_5_Research_problem_271,1870650,1881140,or more persons are suspected for ascertaining the paternity of any child. 
Module_5_Research_problem_272,1881140,1894720,Natural signs provide that all the suspects cannot to be held responsible under the for 
Module_5_Research_problem_273,1894720,1896840,this nature of problem. 
Module_5_Research_problem_274,1896840,1906559,"In that case, only those variables which are suspected or studied under this process and "
Module_5_Research_problem_275,1906559,1914470,thereafter the researcher comes with the final conclusion as to the role of any one of the 
Module_5_Research_problem_276,1914470,1921830,variable and other is exonerated from his investigation. 
Module_5_Research_problem_277,1921830,1931960,"After analyzing as to the nature of research problem, formulation of research problem or  289 00:32:11,960 -->  00:32:22,679 other important aspects relating to realization of problem, formulation of problem and classification of problem. "
Module_5_Research_problem_278,1942679,1951330,"Here on final conclusion, it can be summarize as, the formulation of research problem is "
Module_5_Research_problem_279,1951330,1957950,as mental and psychological process which can be completed with the proper involvement 
Module_5_Research_problem_280,1957950,1960650,of the researcher with the problem. 
Module_5_Research_problem_281,1960650,1966940,"First is the realization, after realization of the problem researcher come with the identification "
Module_5_Research_problem_282,1966940,1973750,of problem; for the identification he has to verify the facts with the corroborative 
Module_5_Research_problem_283,1973750,1981120,"opinion of other persons, review of literature all existing literature as maximum as possible "
Module_5_Research_problem_284,1981120,1986659,should be researched properly for determination of research problem. 
Module_5_Research_problem_285,1986659,1992780,And review of literature is further beneficial to the researcher for his further studying 
Module_5_Research_problem_286,1992780,1997550,with that research problem. 
Module_5_Research_problem_287,1997550,2005890,"Statement of problem that is final shape of research problem, should be properly, systematically, "
Module_5_Research_problem_288,2005890,2011789,grammatically correct and the statement or problem should convey the same feeling and 
